date,name,value,icon
0258,"Catarina Morazzo",1,
0258,"Gisela Serrano",1,
0258,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0258,"Manuel Luís Goucha",1,
0258,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0258,"Fátima Lopes (apresentadora)",1,
0258,"Rui Oliveira",1,
0258,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0258,"O Contentor",1,
0258,"O Preço Certo",1,
0258,"Nelson Pereira",1,
0258,"Luís Oliveira",1,https://img.bndlyr.com/slstbe4votfbw7yg/_assets/luis-oliveira-reframed.png
0258,"Ana Markl",1,https://ffms.pt/sites/default/files/styles/autor_profile/public/2022-08/Ana%20Markl.png.webp
0258,"José Eduardo Moniz",1,https://upload.wikimedia.org/wikipedia/commons/0/04/Jos%C3%A9_Eduardo_Moniz_-_Debate_com_Lu%C3%ADs_Montenegro_na_TVI%2C_Lisboa%2C_Fev.2024_%2853515074398%29_%28cropped%29.jpg
0258,"Casados à Primeira Vista",1,
0258,"Hugo Oliveira",1,
0258,Madonna,1,
0259,"Ana Markl",1,https://ffms.pt/sites/default/files/styles/autor_profile/public/2022-08/Ana%20Markl.png.webp
0259,"DJ Snake",1,
0259,"David Guetta",1,
0259,"Bob Sinclar",1,
0259,"Martin Solveig",1,
0259,"Selena Gomez",1,
0259,"Cardy B",1,
0259,Ozuna,1,
0259,"Nego do Borel",1,
0259,Anitta,1,
0259,"Wesley Safadão",1,
0259,"Cavaco Silva",1,
0259,"Augusto Santos Silva",1,
0259,"André Silva",1,
0259,"Bernardo Silva",1,
0259,Ludmila,1,
0259,"MC Doguinha",1,
0259,"Saúl Ricardo",1,
0259,"DJ Tiësto",1,
0259,"DJ Dzeko",1,
0259,"Nicky Jam",1,
0259,"J Balvin",1,
0259,Kevinho,1,
0259,"Love on Top",1,
0259,"MC MM",1,
0259,"DJ RD",1,
0259,"Luís Oliveira",1,https://img.bndlyr.com/slstbe4votfbw7yg/_assets/luis-oliveira-reframed.png
0259,"Camila Cabello",1,
0259,"Geri Halliwell",1,
0259,"Netta Barzilai",1,
0259,Caroliina,1,
0259,Lartiste,1,
0260,"Mário Crespo",1,
0260,"David Carreira",1,
0260,"Michael Carreira",1,
0260,"Roberto Leal",1,
0260,Mariza,1,
0260,"Cuca Roseta",1,
0260,Djodje,1,
0260,Carminho,1,
0260,Badoxa,1,
0260,"Bárbara Bandeira",1,
0260,"Rui Bandeira",1,
0260,SirKazzio,1,
0260,"Ana Markl",1,https://ffms.pt/sites/default/files/styles/autor_profile/public/2022-08/Ana%20Markl.png.webp
0260,"Inês Lopes Gonçalves",1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg/330px-2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg
0260,"Luciana Abreu",1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png/330px-Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png
0260,"Miguel Paraíso",1,
0260,"Lil Paradise",1,
0260,"Mastic Soul",1,
0260,"Los Manitos",1,
0260,D8,1,
0260,"Team Strada",1,
0260,SippinPurpp,1,
0260,"rapper WAZE",1,
0260,"Renato Sanches (Wine TKK)",1,
0260,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0261,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0261,"Frederico Varandas",1,
0261,"Lili Caneças",1,https://upload.wikimedia.org/wikipedia/commons/9/9a/Lili_Cane%C3%A7as_%28XXII_Globos_de_Ouro%2C_2017%29.png
0261,"Ana Markl",2,https://ffms.pt/sites/default/files/styles/autor_profile/public/2022-08/Ana%20Markl.png.webp
0261,Tiagovski,1,
0261,"Diogo Beja",1,
0261,"Inês Lopes Gonçalves",1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg/330px-2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg
0261,"Antena 3",1,
0261,"Jorge Botas",1,
0261,"José Nunes",1,
0261,"Riquita da Conceição",1,
0261,"José Sócrates",1,https://upload.wikimedia.org/wikipedia/commons/7/78/Josesocrates09082006.jpg
0261,"António Freitas",1,
0261,"Camilo Lourenço",1,
0261,"Jorge Coelho",1,
0261,"Luís Oliveira",1,https://img.bndlyr.com/slstbe4votfbw7yg/_assets/luis-oliveira-reframed.png
0261,"Sr. Antunes",1,
0262,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0262,"Ana Markl",1,https://ffms.pt/sites/default/files/styles/autor_profile/public/2022-08/Ana%20Markl.png.webp
0262,"Luís Oliveira",1,https://img.bndlyr.com/slstbe4votfbw7yg/_assets/luis-oliveira-reframed.png
0262,"Inês Lopes Gonçalves",1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg/330px-2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg
0262,"José Nunes",1,
0262,"Antena 3",1,
0263,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0263,"Joana Latino",1,
0263,"Guilherme Leite",1,
0263,SIC,1,
0263,"Rodrigo Guedes de Carvalho",1,
0263,"SIC Notícias",1,
0263,"Bento Rodrigues",1,
0263,"Clara de Sousa",1,
0264,"Santana Lopes",1,
0264,"Gustavo Santos",1,https://media-manager.noticiasaominuto.com/640/naom_613002dac4937.webp?crop_params=eyJsYW5kc2NhcGUiOnsiY3JvcFdpZHRoIjoxMDc4LCJjcm9wSGVpZ2h0Ijo2MDYsImNyb3BYIjowLCJjcm9wWSI6MH0sInBvcnRyYWl0Ijp7ImNyb3BXaWR0aCI6NjA3LCJjcm9wSGVpZ2h0IjoxMDc5LCJjcm9wWCI6MjIzLCJjcm9wWSI6MX19
0264,"Nuno Graciano",1,
0264,Xavier,1,
0264,"Daniel Leitão",1,
0264,"Ariana Grande",1,
0264,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0264,Tatuagens,1,
0264,"Ricardo Quaresma",1,
0265,"Perigos das redes sociais",1,
0265,"Fernando Pereira",1,
0266,"Miguel Sousa Tavares",1,
0266,"Rita Pereira",1,
0266,"Vasco Pulido Valente",1,
0266,"Kelly Bailey (atriz)",1,
0266,"Manuela Ferreira Leite",1,
0266,"Pedro Teixeira",1,
0267,Enfermeiros,1,
0267,Médicos,1,
0267,"Lúcia Leite",1,
0267,"Miguel Sousa Tavares",1,
0267,"Eduardo Barroso",1,
0267,"Engenheiros civis",1,
0267,Pedreiros,1,
0268,"Festas na Prisão",1,
0268,"Ricardo Salgado",1,
0268,"Camilo na Prisão",1,
0268,"Pedro Markl",1,
0269,"Casados à Primeira Vista",1,
0269,SIC,1,
0269,"O Carro do Amor",1,
0269,"Rui Veloso",1,
0269,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0269,"Fátima Lopes (apresentadora)",1,
0269,"First Dates",1,
0269,"Rúben Rua",1,https://www.imdb.com/name/nm4043995/
0269,"Ljubomir Stanisic",1,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ljubomir_Stanisic_%28Time_Out_Lisboa%29.png
0269,ASAE,1,
0269,"Quem Quer Casar Com o Meu Filho",1,
0270,Emojis🥱🛺🦩🦧🧅🧄🦿🧆🪕🩸🤏,1,
0270,"Carla Rocha",1,
0271,"Teresa Guilherme",1,
0271,"Dia de São Valentim",1,
0271,Xavier,1,
0271,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0271,"Luís - O homem das flores",1,
0272,"Pedro Lima",1,
0272,"Jornal 2",1,
0272,Facebook,1,
0272,"Chimpanzé Gervásio",1,
0272,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0272,"João Fernando Ramos",1,
0272,"Carlos Areia",1,
0272,"Nós Os Ricos",1,
0272,"Ricardo Carriço",1,
0272,"Caixas de comentários",1,
0273,"Bruno de Carvalho",1,https://upload.wikimedia.org/wikipedia/commons/4/49/Web_Summit_2017_-_SportsTrade_CG1_6831_%2838211885052%29_cropped.jpg
0273,"Jorge Jesus",1,https://upload.wikimedia.org/wikipedia/commons/1/18/2020-02-17_Encontro_com_T%C3%A9cnico_do_Flamengo%2C_Jorge_Jesus_%28cropped%29.jpg
0273,"André Geraldes",1,
0273,"Sporting Clube de Portugal",1,
0273,"Afonso Henriques",1,
0273,"Oliveira Salazar",1,
0273,"Abel Xavier",1,
0273,"Conan Osíris",1,
0274,Madonna,1,
0274,"Dino Santiago",1,
0274,"João Félix",1,
0274,"Celeste Rodrigues",1,
0274,Simplex,1,
0274,Alfândega,1,
0274,EMEL,1,
0275,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0275,Xavier,1,
0275,"Masha e o Urso",1,
0275,"First Dates",1,
0275,"Secret Stories",1,
0275,"Eliana Voigt",1,
0275,Moscavide,1,
0275,"Rio Tinto",1,
0275,Buraca,1,
0275,"Cátia Palhinha",1,
0275,"Super Wings",1,
0276,"Ethan Lindenberger",1,
0276,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0276,"Correio da Manhã",1,
0276,"Pessoas Anti-Vacinas",1,
0277,"Carlos Ramalho",1,
0277,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0277,"Bloggers lifestyle",1,
0277,"Gorete Pimentel",1,
0277,"Enfermeira Vanda",1,
0277,"Greves de Fome",1,
0278,Óscares,1,
0278,"António Raminhos",1,
0278,"Sara Matos",1,
0278,"Carolina Patrocínio",1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Carolina_Patroc%C3%ADnio_%28XXII_Globos_de_Ouro%2C_2017%29.png/330px-Carolina_Patroc%C3%ADnio_%28XXII_Globos_de_Ouro%2C_2017%29.png
0278,"Tias da Joana Marques",1,
0278,"Plantel do Varzim",1,
0278,"Casa do Povo de Lavre",1,
0278,"Viggo Mortensen",1,
0278,"Willem Dafoe",1,
0278,"Melissa McCarthy",1,
0278,"Olivia Colman",1,
0278,"Adam Driver",1,
0278,"Lady Gaga",1,
0278,"Bob Dylan",1,
0278,"Marina de Tavira",1,
0278,"Leonardo Dicaprio",1,
0278,"Os Andrades",1,
0278,"Globos de Ouro",1,
0278,"Soraia Chaves",1,
0278,"Paulo Gonzo",1,
0278,"Santa Maria",1,
0278,Delfins,1,
0278,"La La Land",1,
0279,"Manuel Luís Goucha",1,
0279,"Luciana Abreu",1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png/330px-Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png
0279,"Yannick Djaló",1,
0279,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0279,"Luiza Abreu",1,
0280,"David Carreira",1,
0280,"Aretha Franklin",1,
0280,"Stevie Wonder",1,
0281,"Teresa Guilherme",1,
0281,"Tina Stoklosa",1,
0281,"Pedro Lima",1,
0281,"Simon Beun",1,
0282,"Felipa Garnel",1,
0282,"Bruno de Carvalho",1,https://upload.wikimedia.org/wikipedia/commons/4/49/Web_Summit_2017_-_SportsTrade_CG1_6831_%2838211885052%29_cropped.jpg
0282,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0282,"Carla Rocha",1,
0282,Uber,1,
0283,"Conan Osíris",1,
0283,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0283,Surma,1,
0283,"Júlio Isidro",1,
0283,"Margarida Mercês de Mello",1,
0283,Matay,1,
0283,"Dulce Pontes",1,
0284,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0284,"Corso de Carnaval",1,
0284,"Sambistas da Mealhada",1,
0284,"António Costa",1,
0284,"Walter Chicharro",1,
0284,"Reis do Carnaval",1,
0285,"Maria Vieira",1,
0285,"Júlia Pinheiro",1,
0285,"Fernando Rocha (Marido de Maria Vieira)",1,
0285,Facebook,1,
0285,Chulo,1,
0286,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0286,"Sofia Arruda",1,
0286,"Helena Costa",1,
0286,"Francisco Penin",1,
0286,"Rosa Grilo",1,
0286,"Anabela Teixeira",1,
0286,"António Pedro Cerdeira",1,
0286,"João Catarré",1,
0286,"Praia de Moledo",1,
0286,"Neto de Moura",1,
0286,"O Princepezinho",1,
0286,"Gonçalo Botelho",1,
0287,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0287,"João Pedro Marques",1,
0287,"Companhias Low Cost",1,
0287,"Fernando Nogueira (Bruxo de Fafe)",1,
0288,"Quem Quer Casar com o Meu Filho",1,
0288,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0288,Sogras,1,
0288,Yuri,1,
0288,"Maria de Lurdes Modesto",1,
0288,Mães,1,
0289,"Quem Quer Casar com o Meu Filho",1,
0289,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0289,"Leonor Poeiras",1,
0289,Mães,1,
0289,Fábio,1,
0290,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0290,SIC,1,
0290,"Quem Quer Namorar Com o Agricultor",1,
0290,"Quem Quer Casar com o Meu Filho",1,
0290,"Andrea Rodrigues",1,
0290,"Ivo Pires",1,
0290,"Fila da Loja do Cidadao das Laranjeiras",1,
0290,"João Menezes",1,
0290,"Luís Capoulas Santos",1,
0291,"Youtubers Brasileiros em Portugal",1,
0291,"BBC Vida Selvagem",1,
0291,"O Preço Certo",1,
0292,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0292,"Gato Fedorento",1,
0292,"José Eduardo Moniz",1,https://upload.wikimedia.org/wikipedia/commons/0/04/Jos%C3%A9_Eduardo_Moniz_-_Debate_com_Lu%C3%ADs_Montenegro_na_TVI%2C_Lisboa%2C_Fev.2024_%2853515074398%29_%28cropped%29.jpg
0292,"Deus e o Diabo",1,
0292,"Leonor Poeiras",1,
0292,"Rute Agulhas",1,
0292,"Quem Quer Casar com o Meu Filho",1,
0292,"Bruno Santos",1,
0293,"Dia do Pai",1,
0293,Xavier,1,
0293,"Elton John",1,
0293,"David Furnish",1,
0293,"José Fidalgo",1,
0293,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0293,"Iva Lamarão",1,
0293,"Manuel Luís Goucha",1,
0294,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0294,"Concorrentes do Começar do Zero",1,
0294,"Gêmeas Marta e Mariana",1,
0294,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0295,"Liliana Aguiar",1,
0295,"José Carlos Pereira",1,
0295,"José Gomes Ferreira (jornalista)",1,
0295,Machismo,1,
0295,"Francisco Nunes",1,
0296,"Rosa Grilo",1,
0296,"Hernâni Carvalho",1,
0296,"Maya (taróloga)",1,https://dioguinho.com/wp-content/uploads/2024/12/tia-maya-.jpg
0296,"Isaltino Morais",1,
0296,"André Ventura",1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Andr%C3%A9_Ventura_VIVA_24.jpg/1024px-Andr%C3%A9_Ventura_VIVA_24.jpg
0296,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0296,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0296,"José Rodrigues dos Santos",1,
0296,Alverca,1,
0296,"Correio da Manhã",1,
0297,"Jogos de apuramento",1,
0297,"Cristiano Ronaldo",1,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/7bcb/live/0154c130-e3a7-11ef-8450-ff58a15d40df.jpg
0297,Éder,1,
0297,"Fernando Santos",1,
0297,"Rui Santos",1,
0298,Madonna,1,
0298,"Basílio Horta",1,
0298,"Fernando Medina",1,
0298,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0299,"Sporting Clube de Portugal",1,
0299,"José Mourinho",1,
0299,"Tiago Fernandes",1,
0299,"João Ricardo Pateiro",1,
0299,"Roberto Jimémez Gago",1,
0299,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0299,"Paulinho (Paulo Gama)",1,
0300,"Alexandra Borges",1,
0300,"Ana Leal",1,
0300,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0300,Raríssimas,1,
0300,EMEL,1,
0300,ePark,1,
0300,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0300,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0300,Shazam,1,
0300,Zomato,1,
0300,Glovo,1,
0300,"Muhammad Saeed al-Sahhaf",1,
0300,Xavier,1,
0301,YCBM,1,
0301,"André Alves",1,
0301,"Filipe La Féria",1,
0301,"Esquemas em pirâmide",1,
0302,"Ana Markl",1,https://ffms.pt/sites/default/files/styles/autor_profile/public/2022-08/Ana%20Markl.png.webp
0302,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0302,"Restaurantes ”conceito”",1,
0302,"Chef Chakall",1,
0302,"Restaurante ”The Therapist”",1,
0302,"Restaurante ”Under”",1,
0302,"Resturante ”A Bicicleta”",1,
0302,"Restaurante ”El colesterol”",1,
0302,"Restaurante ”Geographia”",1,
0302,"Restaurante ”Mondegu's”",1,
0302,"Restaurante ”Tetto”",1,
0302,"Restaurante ”Friends Kitchen”",1,
0302,"Restaurante ”Pateo”",1,
0302,"Restaurante ”Mistu”",1,
0302,"Restaurante ”Acrópole GastroBar”",1,
0303,"Luciana Abreu",1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png/330px-Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png
0303,Xavier,1,
0304,"Prós e Contras",1,
0304,"Fátima Campos Ferreira",1,https://cision-wp-files.s3.amazonaws.com/pt/wp-content/uploads/2020/09/11120339/Fatima-Campos1.png
0304,"Visco Branco",1,
0304,"João Beles",1,
0304,"Pedro Choy",1,
0305,Youtubers,1,
0305,SirKazzio,1,
0306,"Rui Oliveira",1,
0306,"Cláudio Ramos",1,https://www.atelevisao.com/wp-content/uploads/2024/03/Claudio-Ramos-2-860x490.jpg
0306,"Fernando Rocha (Marido de Maria Vieira)",1,
0307,"Maria Leal",1,
0308,"Lava Jato",1,
0308,"José Carlos Lavouras",1,
0308,"Fátima Felgueiras",1,
0308,"José Sócrates",1,https://upload.wikimedia.org/wikipedia/commons/7/78/Josesocrates09082006.jpg
0308,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0308,"Duarte Lima",1,
0308,Carvalhelhos,1,
0309,"Alexandra Solnado",1,
0309,"Filipa Garnel",1,
0309,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0309,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0310,"Play - Prémios da Música Portuguesa",1,
0310,"José Sócrates",1,https://upload.wikimedia.org/wikipedia/commons/7/78/Josesocrates09082006.jpg
0310,"Filomena Cautela",1,
0310,"Sónia Tavares",1,
0310,"Fernando Alvim",1,
0310,"Graça Fonseca",1,
0310,"Clara Capucho",1,
0310,"Pedro Abrunhosa",1,
0310,Carminho,1,
0310,"Carlos do Carmo",1,
0311,Waitrose,1,
0311,"Chocolate negro",1,
0311,"Patos de chocolate",1,
0311,ISCTE,1,
0311,"Prof. Miguel Vale de Almeida",1,
0312,"Assunção Cristas",1,
0312,"Catarina Martins",1,
0312,"Francisco Rodrigues dos Santos",1,
0312,"Ana Maria",1,
0313,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0313,"Programas de futebol",1,
0313,"Manuel Serrão",1,
0313,"Joaquim Sousa Martins",1,
0313,"Duarte Gomes",1,
0314,"Julian Assange",1,
0314,"Casa dos Segredos",1,
0315,Motoristas,1,
0315,Açambarcadores,1,
0315,Espanha,1,
0315,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0316,"Sónia Tavares",1,
0317,Protestantes,1,
0317,"António Costa",1,
0317,"Extinction Rebellion",1,
0317,"Maya (taróloga)",1,https://dioguinho.com/wp-content/uploads/2024/12/tia-maya-.jpg
0317,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0317,"Nuno Eiró",1,
0317,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0317,"António Mexia",1,
0317,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0318,Fábio,1,
0318,"Concorrentes do Começar do Zero",1,
0318,"Gustavo Santos",1,https://media-manager.noticiasaominuto.com/640/naom_613002dac4937.webp?crop_params=eyJsYW5kc2NhcGUiOnsiY3JvcFdpZHRoIjoxMDc4LCJjcm9wSGVpZ2h0Ijo2MDYsImNyb3BYIjowLCJjcm9wWSI6MH0sInBvcnRyYWl0Ijp7ImNyb3BXaWR0aCI6NjA3LCJjcm9wSGVpZ2h0IjoxMDc5LCJjcm9wWCI6MjIzLCJjcm9wWSI6MX19
0319,"Prós e Contras",1,
0319,"25 de Abril",1,
0319,"Fátima Campos Ferreira",1,https://cision-wp-files.s3.amazonaws.com/pt/wp-content/uploads/2020/09/11120339/Fatima-Campos1.png
0319,"António Rolo Duarte",1,
0319,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0320,"Estoril Open",1,
0320,"Bruno Fernandes",1,
0320,"Sporting Clube de Portugal",1,
0320,"Bruno Pereirinha",1,
0320,"João Sousa",1,
0320,"Marcelo Rebelo de Sousa",1,https://upload.wikimedia.org/wikipedia/commons/6/61/Marcelo_Rebelo_de_Sousa_em_2018.jpg
0320,"Espectadores do Estoril Open",1,
0320,"Miguel Gameiro",1,
0320,"José Avilez",1,
0320,"Duquesa de Cadaval",1,
0321,"Joana Balaguer",1,
0322,"Eleições de verão",1,
0322,"António Costa",1,
0322,Professores,1,
0323,"Rui Matias",1,
0323,Benfiquistas,1,
0323,"André Silva",1,
0323,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0323,"Encontros nas bombas de gasolina",1,
0323,"Cerveja sem álcool",1,
0324,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0324,Éder,1,
0324,"Activistas Australianas",1,
0325,"Francis Obikwelu",1,
0325,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0325,"Carla Rocha",1,
0325,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0325,Blockbuster,1,
0325,Aceleras,1,
0326,"Duquesa de Cadaval",1,
